鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號,
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year,month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
新社區,土地,大南段大南小段91~120地號,370,,一般農業區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4062600,10980,,0,0,向政府機關承購之案件。,RPPNMLLJNHNFFGB87DA,
后里區,房地(土地+建物),臺中市后里區四月路1~30號,368,,特定農業區,甲種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,740912,190.05,4,2,2,有,無,4920000,25888,,0,0,二親等以內親屬間之財產買賣。,RPTNMLSKMHNFFDB68DA,
大安區,土地,松子�鴐q241~270地號,361,,特定農業區,水利用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1227400,3400,,0,0,,RPPNMLSKMHNFFEB38DA,
大安區,土地,松子�鴐q241~270地號,53,,特定農業區,水利用地,1070301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,198803,3751,,0,0,,RPQNMLSKMHNFFEB48DA,
北屯區,房地(土地+建物),臺中市北屯區和福路211~240號,14.08,商,,,1070201,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991026,100.44,2,1,1,有,有,4300000,42812,,0,0,,RPOPMLRKMHNFFBB08DA,
龍井區,房地(土地+建物),臺中市龍井區水裡社街一段427巷1~30號,78.02,住,,,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,940408,155.94,4,3,3,有,有,7380000,47326,,0,0,,RPSNMLNJNHNFFKB68CA,
大肚區,房地(土地+建物),臺中市大肚區沙田路三段181~210號,50,住,,,1070301,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,690720,94.3,4,2,3,有,無,2800000,29692,,0,0,,RPTNMLNLMHNFFKB88CA,
龍井區,土地,中山段1381~1410地號,127,農,,,1070201,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1206500,9500,,0,0,向政府機關承購之案件。,RPRNMLPLMHNFFKB88CA,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路361~390號,16.5,住,,,1070301,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060520,190.82,3,2,2,有,有,10600000,55550,坡道平面,25.8,0,,RPXNMLNJNHNFFJB09CA,
太平區,房地(土地+建物)+車位,臺中市太平區永平南路40巷1~30號,25.69,住,,,1070101,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,880611,184.45,3,2,2,有,有,6080000,32963,坡道平面,0,0,,RPQNMLOKNHNFFJB58CA,
太平區,房地(土地+建物),臺中市太平區大源十七街61~90號,100.36,,鄉村區,乙種建築用地,1070301,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,930325,155.11,4,3,3,有,無,9000000,58023,,0,0,,RPWOMLRJNHNFFJB86CA,
太平區,房地(土地+建物),臺中市太平區太平三街176巷1~30號,84,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,730725,90.78,3,2,2,有,無,6000000,66094,,0,0,,RPXOMLRJNHNFFJB96CA,
太平區,房地(土地+建物),臺中市太平區永利街271~300號,104.21,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1061204,199.04,5,3,5,有,無,16000000,80386,,0,0,,RPQOMLSJNHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區育賢路91~120號,113.34,住,,,1061101,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1021113,174.33,5,2,4,有,無,13430000,77038,,0,0,,RPSNMLKLMHNFFJB38CA,
太平區,房地(土地+建物),臺中市太平區育賢路91~120號,113.35,住,,,1061101,土地5建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1021113,174.03,5,2,4,有,無,13410000,77056,,0,0,,RPTNMLKLMHNFFJB48CA,
太平區,房地(土地+建物),臺中市太平區樹孝路31~60號,66.43,住,,,1070201,土地2建物1車位0,一層，二層，三層，四層，五層，騎樓,五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,940119,225.86,4,2,4,有,無,22000000,97405,,0,0,含增建或未登記建物。,RPUNMLOLMHNFFJB98CA,
太平區,房地(土地+建物),臺中市太平區樹孝路91~120號,9.07,住,,,1070301,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,801007,79.76,3,2,1,有,有,3700000,46389,,0,0,,RPTNMLNLMHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區立文街151~180號,17.03,商,,,1070101,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060330,177.51,3,2,2,有,有,10500000,65911,坡道平面,31.1,850000,,RPPNMLSKMHNFFJB78CA,
太平區,房地(土地+建物)+車位,臺中市太平區立文街151~180號,16.68,商,,,1070101,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060330,173.89,3,2,2,有,有,9890000,63310,坡道平面,31.1,850000,,RPQNMLSKMHNFFJB88CA,
大里區,房地(土地+建物)+車位,臺中市大里區德芳南路306巷1~30號,14.31,住,,,1070301,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,930611,135.17,3,2,2,有,有,6100000,45128,坡道平面,21.77,0,,RPSPMLLKNHNFFIB58CA,
烏日區,房地(土地+建物)+車位,臺中市烏日區中華路294巷12弄1~30號,20.61,住,,,1070301,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,850208,140.08,3,2,2,有,有,6150000,43903,坡道平面,0,0,,RPTNMLMJNHNFFIB48CA,
大里區,土地,南湖段751~780地號,82.84,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2500000,30179,,0,0,祖孫間之交易。,RPUNMLQLMHNFFIB09CA,
霧峰區,土地,天時段571~600地號,262,農,,,1061201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,9950000,37977,,0,0,,RPSOMLTKMHNFFIB56CA,
烏日區,土地,溪南西段2461~2490地號,124,,鄉村區,乙種建築用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4126100,33275,,0,0,,RPSNMLTKMHNFFIB09CA,
霧峰區,房地(土地+建物),臺中市霧峰區吉峰西路1~30號,77.61,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,640112,108.8,4,3,3,有,無,6350000,58364,,0,0,含增建或未登記建物。,RPOPMLSKMHNFFIB78CA,
大里區,房地(土地+建物),臺中市大里區工業六路1~30號,31.54,,工業區,丁種建築用地,1070301,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,970219,87.02,5,0,5,有,無,3720000,42749,,0,0,,RPQPMLSKMHNFFIB98CA,
大雅區,房地(土地+建物),臺中市大雅區雅環路二段64巷66弄1~30號,84.82,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,680609,89.64,4,2,2,有,無,7000000,78090,,0,0,,RPPNMLQLMHNFFHB48CA,
大里區,房地(土地+建物)+車位,臺中市大里區好來七街31~60號,279.93,,鄉村區,乙種建築用地,1061201,土地1建物2車位2,一層，屋頂突出物，地下一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,810430,1005.62,10,2,8,有,有,16600000,16507,坡道平面,22.62,0,,RPXOMLOLMHNFFIB66CA,
大里區,土地,南湖段451~480地號,100.57,住,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6388200,63520,,0,0,,RPRQMLRKMHNFFIB09CA,
大里區,房地(土地+建物),臺中市大里區公教街51巷1~30號,10.43,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,841027,68.65,2,1,1,有,有,3000000,43700,,0,0,,RPTQMLRKMHNFFIB66CA,
潭子區,房地(土地+建物),臺中市潭子區大智街1巷1~30號,74.72,住,,,1070301,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,941229,147.71,4,3,3,有,無,9980000,67565,,0,0,,RPXNMLPJNHNFFHB09CA,
潭子區,土地,祥和段331~360地號,6.17,農,,,1070201,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,335880,54438,,0,0,,RPUNMLOLMHNFFHB78CA,
大雅區,房地(土地+建物)+車位,臺中市大雅區學府路451~480號,26.9,住,,,1070301,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050613,166.69,3,2,2,有,有,10300000,61791,坡道平面,0,0,,RPVNMLOLMHNFFHB88CA,
大雅區,房地(土地+建物)+車位,臺中市大雅區三和里4鄰建興路151~180號,36.2,住,,,1070101,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041002,159.65,4,3,4,有,有,9300000,58252,坡道平面,34.2,0,,RPPOMLPLMHNFFHB48CA,
潭子區,房地(土地+建物),臺中市潭子區龍興三莊151~180號,127,,鄉村區,乙種建築用地,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,700120,75.6,4,2,3,有,無,6100000,80688,,0,0,含增建或未登記建物。,RPUNMLPLMHNFFHB88CA,
大雅區,房地(土地+建物),臺中市大雅區神林路一段660巷61~90號,96,,特定農業區,甲種建築用地,1070201,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,820701,166.55,4,3,3,有,無,7200000,43230,,0,0,1、簽約人與登記人不同。2、含增建或未登記建物。,RPTNMLRLMHNFFHB98CA,
東勢區,土地,石圍�椄q石圍�暀p段451~480地號,3781.25,,一般農業區,農牧用地,1070201,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,3810000,1008,,0,0,親友、員工或其他特殊關係間之交易。,RPWNMLRLMHNFFGB56CA,
東勢區,房地(土地+建物),臺中市東勢區新豐街1~30號,113,住,,,1070301,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,830720,167.04,4,2,3,有,無,8700000,52083,,0,0,,RPQNMLNJNHNFFGB08CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區正德路321巷1~30號,87,住,,,1070301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1030422,174.1,4,3,3,有,無,10500000,60310,,0,0,,RPUNMLOJNHNFFFB48CA,
梧棲區,土地,民族段181~210地號,155,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2578812,16637,,0,0,,RPSPMLNJNHNFFFB38CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區斗潭路151~180號,94.42,住,,,1070301,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1030715,181.58,4,2,3,有,無,9500000,52319,,0,0,,RPVPMLNJNHNFFFB68CA,
梧棲區,房地(土地+建物)+車位,臺中市梧棲區建國北街315巷7弄1~30號,45.43,住,,,1070301,土地1建物1車位1,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,861008,132.02,3,2,2,有,無,3200000,24239,坡道平面,0,0,,RPPQMLNJNHNFFFB18CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區正義路220巷31~60號,105,住,,,1070301,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1051014,227.35,6,2,4,有,無,12800000,56301,,0,0,含增建或未登記建物。,RPRNMLSJNHNFFFB58CA,
東勢區,土地,新伯公段上城小段211~240地號,1000,,山坡地保育區,農牧用地,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,250000,250,,0,0,瑕疵物件之交易。,RPRNMLRKMHNFFGB58CA,
清水區,房地(土地+建物)+車位,臺中市清水區建國路121~150號,75.8,住,,,1070301,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940927,254.42,1,2,2,有,有,5788000,22750,坡道平面,0,0,,RPROMLLKNHNFFFB08CA,
沙鹿區,房地(土地+建物),臺中市沙鹿區沙田路春和巷2弄1~30號,95.66,工,,,1070301,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,640702,124.74,3,2,2,有,無,3000000,24050,,0,0,親友、員工或其他特殊關係間之交易。,RPUNMLNLMHNFFFB48CA,
清水區,房地(土地+建物)+車位,臺中市清水區建國路91~120號,50.5,住,,,1070301,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940927,178.39,3,2,2,有,有,4880000,27356,坡道平面,0,0,,RPRNMLTKMHNFFFB68CA,
沙鹿區,土地,鹿寮段1051~1080地號,236.14,其他,,,1070201,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,800000,3388,,0,0,公共設施保留地之交易。,RPTNMLTKMHNFFFB88CA,
清水區,土地,東山段61~90地號,4113.7,,一般農業區,農牧用地,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,43553650,10587,,0,0,,RPSNMLKLMHNFFFB97CA,
梧棲區,土地,仁愛段61~90地號,1400,農,,,1070301,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,10587500,7563,,0,0,,RPVNMLKLMHNFFFB28CA,
沙鹿區,土地,鹿寮段1171~1200地號,765,住,,,1070401,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,23141250,30250,,0,0,"與鄰地合併買賣，部分標的已移轉，單價10萬元/坪，分算後本案價額為23,141,250元。",RPXNMLKLMHNFFFB48CA,
沙鹿區,土地,竹林段犁份小段61~90地號,1035,住,,,1061201,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,21916300,21175,,0,0,,RPWNMLQLMHNFFFB98CA,
大甲區,土地,德化段181~210地號,9.28,住,,,1070401,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,106000,11422,,0,0,,RPSNMLRKMHNFFEB48CA,
大甲區,房地(土地+建物),臺中市大甲區農安路4巷1~30號,81.22,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,730801,116.1,5,2,3,有,無,3800000,32730,,0,0,,RPTNMLRKMHNFFEB58CA,
大甲區,土地,義和段391~420地號,289.56,農,,,1070401,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1800000,6216,,0,0,親友、員工或其他特殊關係間之交易。,RPQNMLRKMHNFFEB28CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,26.94,住,,,1060901,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,183.33,4,2,2,有,有,8390000,46905,坡道平面,30.04,1200000,,RPXOMLSKMHNFFDB09CA,
豐原區,房地(土地+建物),臺中市豐原區成功路661~690號,19.06,住,,,1070301,土地1建物1車位0,一層，二層，騎樓,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,831022,158.4,0,0,0,無,有,5760000,36364,,0,0,,RPQNMLSKMHNFFDB28CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,26.94,住,,,1060601,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,185.26,4,2,2,有,有,8850000,49607,坡道平面,30.04,1150000,,RPQOMLSKMHNFFDB38CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,27.21,住,,,1060901,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,216.52,4,2,2,有,有,10300000,51540,坡道平面,61.3,2300000,,RPROMLSKMHNFFDB48CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,21.07,住,,,1060701,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,152.75,3,2,2,有,有,7400000,50933,坡道平面,30.04,1150000,,RPSOMLSKMHNFFDB58CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,21.07,住,,,1060801,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,152.75,3,2,2,有,有,7550000,52563,坡道平面,30.04,1100000,,RPTOMLSKMHNFFDB68CA,
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路61~90號,22.94,住,,,1060501,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,164.19,3,2,2,有,有,7900000,49944,坡道平面,30.04,1200000,,RPUOMLSKMHNFFDB78CA,
后里區,房地(土地+建物),臺中市后里區民生路145巷1~30號,16.64,住,,,1070301,土地2建物1車位0,五層,五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1031021,44.19,1,1,1,有,無,2900000,65626,,0,0,,RPPNMLKLMHNFFDB47CA,
豐原區,土地,龍宮段271~300地號,55.07,住,,,1070201,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,800000,14527,,0,0,,RPUNMLNLMHNFFDB28CA,
神岡區,房地(土地+建物)+車位,臺中市神岡區豐社一街1~30號,18.33,商,,,1070301,土地2建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820603,116.2,3,2,2,有,無,3250000,27969,坡道機械,0,0,,RPOOMLNLMHNFFDB77CA,
豐原區,土地,福興段1231~1260地號,714.85,農,,,1070101,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,15120000,21151,,0,0,,RPQOMLNLMHNFFDB97CA,
豐原區,土地,豐陽段931~960地號,13.33,其他,,,1070301,土地6建物0車位0,,,其他,,,,0,0,0,0,有,無,84698,6354,,0,0,親友、員工或其他特殊關係間之交易。(包含)公共設施保留地之交易。,RPPOMLRKMHNFFDB18CA,
后里區,房地(土地+建物),臺中市后里區南村路436巷1~30號,79.27,住,,,1070301,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050721,185.85,3,2,3,有,無,8900000,47888,,0,0,,RPTOMLQKMHNFFDB48CA,
神岡區,房地(土地+建物),臺中市神岡區三民路603巷61~90號,67,農,,,1070301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060920,183.98,4,3,4,有,無,9500000,51636,,0,0,,RPUOMLQKMHNFFDB58CA,
豐原區,土地,一心段931~960地號,412.23,住,,,1070101,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,35500000,86117,,0,0,,RPWOMLQKMHNFFDB78CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區文山十街61~90號,26.77,住,,,1070201,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061003,159.67,4,1,2,有,有,11600000,78707,坡道平面,28.17,1250000,,RPSNMLLKNHNFFCB77CA,
西屯區,房地(土地+建物)+車位,臺中市西屯區福科一街31~60號,29.75,住,,,1070301,土地2建物1車位3,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051215,247.16,3,2,2,有,有,19680000,88980,坡道平面,61.95,3200000,,RPUNMLLKNHNFFCB97CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區嶺東南路181~210號,18.29,住,,,1070301,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060315,174.29,3,2,2,有,有,10550000,60531,坡道平面,34.1,0,,RPOQMLLKNHNFFCB67CA,
西屯區,土地,協仁段481~510地號,738.3,農,,,1070101,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,46896874,63520,,0,0,權利人有兩人尚有未保存登記建物總價:2461266元整,RPSPMLQKNHNFFCB48CA,
西屯區,房地(土地+建物),臺中市西屯區福雅路368巷1~30號,67.44,農,,,1070301,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950905,241.58,5,2,4,有,有,18000000,74509,,0,0,,RPPOMLNJNHNFFCB67CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段181~210號,8.27,住,,,1070201,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821110,127.03,3,2,2,有,有,7180000,56522,坡道平面,0,0,含增建,RPUOMLNJNHNFFCB18CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區惠中路三段361~390號,30.38,住,,,1070301,土地1建物1車位2,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960601,188.2,3,2,2,有,有,15600000,82891,坡道平面,62.8,0,,RPQPMLMJNHNFFCB77CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,31.19,商,,,1070301,土地1建物1車位2,九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,306.37,4,2,3,有,有,23680000,82965,坡道平面,64.34,3600000,,RPOSMLRJNHNFFCB38CA,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南三路541~570號,31.19,商,,,1070201,土地1建物1車位2,十二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051203,306.37,4,2,3,有,有,23600000,84287,坡道平面,64.34,3200000,,RPPSMLRJNHNFFCB48CA,
南屯區,房地(土地+建物),臺中市南屯區大墩西一街1~30號,84,住,,,1070301,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,700213,110.28,4,4,3,有,無,15080000,136743,,0,0,,RPXOMLRLMHNFFCB98CA,
